Prospecto,Semana,Verificado,Oe,PrioridadProspecto,Canal
7019,35,Si,4,Prioridad Alta,AdWords
7020,35,Si,1,Prioridad Baja,Instagram
7021,35,No,,Prioridad Media,AdWords
7022,35,No,,Prioridad Alta,AdWords
7023,35,Si,1,Prioridad Alta,AdWords
7024,35,Si,2,Prioridad Alta,AdWords
7025,35,No,,Prioridad Baja,Instagram
7026,35,Si,7,Prioridad Media,Organico
7027,35,No,,Prioridad Baja,Instagram
7028,35,No,,Prioridad Baja,Organico
7029,35,No,,Prioridad Alta,Instagram
7030,35,No,,Prioridad Media,Facebook
7031,35,Si,19,Prioridad Alta,Instagram
7032,35,Si,7,Prioridad Baja,Instagram
7033,35,Si,4,Prioridad Alta,Organico
7034,35,No,,Prioridad Baja,Facebook
7035,35,No,,Prioridad Baja,Organico
7036,35,Si,13,Prioridad Alta,Instagram
7037,35,No,,Prioridad Alta,AdWords
7038,35,Si,11,Prioridad Alta,Instagram
7039,35,Si,3,Prioridad Alta,AdWords
7040,35,No,,Prioridad Media,Instagram
7041,35,Si,1,Prioridad Alta,Instagram
7042,35,Si,3,Prioridad Alta,Instagram
7043,35,Si,16,Prioridad Alta,Facebook
7044,35,No,,Prioridad Baja,Organico
7045,35,No,,Prioridad Baja,AdWords
7046,35,Si,6,Prioridad Alta,Organico
7047,35,Si,1,Prioridad Media,Organico
7048,35,Si,7,Prioridad Alta,Instagram
7049,35,No,,Prioridad Media,Facebook
7050,35,No,,Prioridad Baja,Instagram
7051,35,No,,Prioridad Alta,Facebook
7052,35,No,,Prioridad Baja,Facebook
7053,35,No,,Prioridad Baja,Instagram
7054,35,No,,Prioridad Baja,Instagram
7055,35,No,,Prioridad Alta,Instagram
7056,35,Si,5,Prioridad Alta,Instagram
7057,35,No,,Prioridad Alta,Instagram
7058,35,No,,Prioridad Baja,AdWords
7059,35,No,,Prioridad Media,Organico
7060,35,No,,Prioridad Alta,Organico
7061,35,No,,Prioridad Media,Organico
7062,35,No,,Prioridad Alta,Organico
7063,35,No,,Prioridad Baja,Facebook
7064,35,No,,Prioridad Media,AdWords
7065,35,No,,Prioridad Baja,AdWords
7066,35,No,,Prioridad Alta,Instagram
7067,35,No,,Prioridad Alta,Instagram
7068,35,No,,Prioridad Baja,Organico
7069,35,Si,4,Prioridad Alta,Instagram
7070,35,Si,7,Prioridad Alta,Organico
7071,35,No,,Prioridad Baja,Instagram
7072,35,Si,5,Prioridad Alta,Organico
7073,35,No,,Prioridad Baja,Organico
7074,35,Si,20,Prioridad Alta,Instagram
7075,35,No,,Prioridad Baja,Instagram
7076,35,No,,Prioridad Media,Instagram
7077,35,Si,21,Prioridad Alta,Organico
7078,35,No,,Prioridad Media,Instagram
7079,35,Si,15,Prioridad Alta,Organico
7080,35,No,,Prioridad Alta,Instagram
7081,35,No,,Prioridad Media,Organico
7082,35,No,,Prioridad Alta,Instagram
7083,35,No,,Prioridad Media,Instagram
7084,35,Si,2,Prioridad Alta,Instagram
7085,35,No,,Prioridad Baja,Instagram
7086,35,Si,17,Prioridad Alta,Instagram
7087,35,Si,5,Prioridad Alta,Organico
7088,35,Si,18,Prioridad Alta,Organico
7089,35,No,,Prioridad Baja,AdWords
7090,35,Si,3,Prioridad Alta,Organico
7091,35,No,,Prioridad Media,Instagram
7092,35,No,,Prioridad Baja,AdWords
7093,35,No,,Prioridad Baja,Organico
7094,35,No,,Prioridad Alta,Organico
7095,35,Si,4,Prioridad Alta,Facebook
7096,35,Si,4,Prioridad Alta,Instagram
7097,35,No,,Prioridad Alta,Organico
7098,35,No,,Prioridad Baja,AdWords
7099,35,No,,Prioridad Alta,Instagram
7100,35,Si,1,Prioridad Alta,Instagram
7101,35,Si,16,Prioridad Alta,Facebook
7102,35,Si,2,Prioridad Alta,Instagram
7103,35,No,,Prioridad Media,AdWords
7104,35,Si,3,Prioridad Alta,Organico
7105,35,No,,Prioridad Baja,AdWords
7106,35,Si,9,Prioridad Baja,Organico
7107,35,No,,Prioridad Alta,Facebook
7108,35,No,,Prioridad Media,Facebook
7109,35,No,,Prioridad Alta,Organico
7110,35,No,,Prioridad Media,Organico
7111,35,Si,19,Prioridad Baja,Instagram
7112,35,Si,4,Prioridad Alta,Facebook
7113,35,No,,Prioridad Alta,Facebook
7114,35,Si,6,Prioridad Alta,Instagram
7115,35,No,,Prioridad Alta,Organico
7116,35,No,,Prioridad Alta,Instagram
7117,35,No,,Prioridad Baja,AdWords
7118,35,Si,4,Prioridad Baja,Facebook
7119,35,Si,2,Prioridad Alta,Organico
7120,35,No,,Prioridad Alta,Organico
7121,35,Si,1,Prioridad Alta,Facebook
7122,35,No,,Prioridad Media,AdWords
7123,35,Si,2,Prioridad Alta,Organico
7124,35,Si,12,Prioridad Baja,Facebook
7125,35,Si,2,Prioridad Media,Organico
7126,35,Si,7,Prioridad Alta,Organico
7127,35,No,,Prioridad Media,Organico
7128,35,No,,Prioridad Baja,Facebook
7129,35,No,,Prioridad Baja,Organico
7130,35,No,,Prioridad Baja,Organico
7131,35,No,,Prioridad Media,AdWords
7132,35,No,,Prioridad Alta,Organico
7133,35,No,,Prioridad Baja,Organico
7134,35,No,,Prioridad Baja,Instagram
7135,35,Si,20,Prioridad Alta,Organico
7136,35,No,,Prioridad Alta,Instagram
7137,35,Si,21,Prioridad Alta,Instagram
7138,35,Si,9,Prioridad Media,Instagram
7139,35,No,,Prioridad Alta,Instagram
7140,35,Si,6,Prioridad Media,Organico
7141,35,No,,Prioridad Media,Facebook
7142,35,Si,14,Prioridad Alta,Instagram
7143,35,No,,Prioridad Media,AdWords
7144,35,Si,2,Prioridad Alta,Organico
7145,35,No,,Prioridad Baja,Instagram
7146,35,No,,Prioridad Media,Organico
7147,35,No,,Prioridad Alta,Organico
7148,35,No,,Prioridad Baja,AdWords
7149,35,No,,Prioridad Alta,Organico
7150,35,Si,1,Prioridad Alta,Facebook
7151,35,No,,Prioridad Media,Instagram
7152,35,No,,Prioridad Alta,Instagram
7153,35,Si,10,Prioridad Alta,AdWords
7154,35,Si,16,Prioridad Alta,Organico
7155,35,Si,2,Prioridad Alta,AdWords
7156,35,No,,Prioridad Baja,Organico
7157,35,Si,18,Prioridad Alta,Organico
7158,35,No,,Prioridad Alta,Organico
7159,35,No,,Prioridad Baja,Organico
7160,35,Si,2,Prioridad Alta,Organico
7161,35,Si,3,Prioridad Alta,Organico
7162,35,Si,16,Prioridad Alta,Instagram
7163,35,No,,Prioridad Baja,Organico
7164,35,Si,4,Prioridad Alta,AdWords
7165,35,Si,2,Prioridad Alta,Organico
7166,35,No,,Prioridad Media,AdWords
7167,35,Si,5,Prioridad Alta,AdWords
7168,35,No,,Prioridad Alta,Instagram
7169,35,Si,5,Prioridad Alta,AdWords
7170,35,No,,Prioridad Alta,Organico
7171,35,No,,Prioridad Alta,Instagram
7172,35,Si,5,Prioridad Baja,AdWords
7173,35,No,,Prioridad Alta,Organico
7174,35,Si,5,Prioridad Alta,Organico
7175,35,No,,Prioridad Baja,AdWords
7176,35,Si,7,Prioridad Alta,AdWords
7177,35,Si,2,Prioridad Alta,Instagram
7178,35,Si,9,Prioridad Media,Organico
7179,35,No,,Prioridad Baja,Organico
7180,35,Si,4,Prioridad Alta,Organico
7181,35,No,,Prioridad Media,Facebook
7182,35,Si,6,Prioridad Alta,AdWords
7183,35,Si,14,Prioridad Media,Facebook
7184,35,Si,3,Prioridad Alta,AdWords
7185,35,Si,4,Prioridad Alta,Facebook
7186,35,Si,21,Prioridad Alta,Instagram
7187,35,No,,Prioridad Baja,Instagram
7188,35,No,,Prioridad Baja,Organico
7189,35,No,,Prioridad Baja,Instagram
7190,35,Si,1,Prioridad Media,Organico
7191,35,Si,1,Prioridad Alta,Organico
7192,35,No,,Prioridad Media,AdWords
7193,35,Si,5,Prioridad Alta,Facebook
7194,35,No,,Prioridad Alta,Facebook
7195,35,Si,9,Prioridad Alta,Organico
7196,35,No,,Prioridad Media,AdWords
7197,35,No,,Prioridad Alta,Organico
7198,35,No,,Prioridad Baja,AdWords
7199,35,No,,Prioridad Media,AdWords
7200,35,Si,7,Prioridad Alta,Organico
7201,35,No,,Prioridad Alta,Organico
7202,35,No,,Prioridad Baja,AdWords
7203,35,No,,Prioridad Media,Facebook
7204,35,No,,Prioridad Baja,Organico
7205,35,Si,9,Prioridad Alta,Organico
7206,35,Si,4,Prioridad Alta,Facebook
7207,35,No,,Prioridad Baja,Instagram
7208,35,No,,Prioridad Baja,Instagram
7209,35,Si,3,Prioridad Alta,Instagram
7210,35,Si,1,Prioridad Alta,Organico
7211,35,No,,Prioridad Baja,Organico
7212,35,Si,4,Prioridad Media,Organico
7213,35,No,,Prioridad Alta,Instagram
7214,35,No,,Prioridad Alta,AdWords
7215,35,Si,13,Prioridad Alta,Organico
7216,35,No,,Prioridad Baja,AdWords
7217,35,No,,Prioridad Media,Organico
7218,35,Si,3,Prioridad Alta,AdWords
7219,35,Si,4,Prioridad Alta,AdWords
7220,35,No,,Prioridad Baja,Facebook
7221,35,No,,Prioridad Media,Facebook
7222,35,Si,2,Prioridad Media,AdWords
7223,35,Si,1,Prioridad Alta,Instagram
7224,35,No,,Prioridad Alta,Instagram
7225,35,Si,12,Prioridad Media,Organico
7226,35,Si,6,Prioridad Alta,Instagram
7227,35,Si,7,Prioridad Alta,Instagram
7228,35,No,,Prioridad Baja,AdWords
7229,35,No,,Prioridad Baja,Instagram
7230,35,Si,3,Prioridad Alta,Instagram
7231,35,No,,Prioridad Alta,Organico
7232,35,Si,3,Prioridad Alta,AdWords
7233,35,Si,5,Prioridad Alta,Organico
7234,35,No,,Prioridad Alta,AdWords
7235,35,Si,2,Prioridad Alta,Organico
7236,35,No,,Prioridad Media,Organico
7237,35,Si,7,Prioridad Alta,Organico
7238,35,Si,6,Prioridad Alta,AdWords
7239,35,Si,17,Prioridad Alta,Organico
7240,35,Si,2,Prioridad Alta,AdWords
7241,35,No,,Prioridad Alta,Organico
7242,35,Si,4,Prioridad Alta,AdWords
7243,35,No,,Prioridad Alta,Instagram
7244,35,No,,Prioridad Baja,Organico
7245,35,No,,Prioridad Alta,AdWords
7246,35,Si,2,Prioridad Alta,AdWords
7247,35,No,,Prioridad Media,Instagram
7248,35,No,,Prioridad Baja,Instagram
7249,35,No,,Prioridad Media,AdWords
7250,35,No,,Prioridad Alta,Organico
7251,35,Si,16,Prioridad Alta,AdWords
7252,35,Si,1,Prioridad Media,AdWords
7253,35,No,,Prioridad Alta,Instagram
7254,35,No,,Prioridad Media,Instagram
7255,35,Si,4,Prioridad Alta,AdWords
7256,35,No,,Prioridad Media,Organico
7257,35,No,,Prioridad Alta,Organico
7258,35,No,,Prioridad Media,Organico
7259,35,No,,Prioridad Media,Facebook
7260,35,Si,16,Prioridad Alta,Organico
7261,35,No,,Prioridad Alta,Organico
7262,35,No,,Prioridad Baja,Organico
7263,35,Si,10,Prioridad Alta,Organico
7264,35,Si,16,Prioridad Media,Instagram
7265,35,No,,Prioridad Media,AdWords
7266,35,No,,Prioridad Baja,Instagram
7267,35,No,,Prioridad Alta,Instagram
7268,35,No,,Prioridad Baja,Organico
7269,35,Si,3,Prioridad Alta,AdWords
7270,35,No,,Prioridad Media,AdWords
7271,35,No,,Prioridad Baja,AdWords
7272,35,Si,11,Prioridad Alta,Organico
7273,35,Si,7,Prioridad Baja,Facebook
7274,35,No,,Prioridad Baja,AdWords
7275,35,Si,5,Prioridad Alta,Organico
7276,35,No,,Prioridad Baja,Instagram
7277,35,No,,Prioridad Baja,Instagram
7278,35,No,,Prioridad Media,AdWords
7279,35,No,,Prioridad Media,AdWords
7280,35,Si,2,Prioridad Alta,Organico
7281,35,Si,7,Prioridad Alta,AdWords
7282,35,No,,Prioridad Media,Instagram
7283,35,Si,6,Prioridad Media,Organico
7284,35,Si,1,Prioridad Media,Facebook
7285,35,Si,15,Prioridad Alta,Facebook
7286,35,Si,21,Prioridad Alta,Facebook
7287,36,No,,Prioridad Baja,Organico
7288,36,No,,Prioridad Alta,Facebook
7289,36,No,,Prioridad Media,Organico
7290,36,No,,Prioridad Alta,Instagram
7291,36,Si,14,Prioridad Alta,AdWords
7292,36,Si,8,Prioridad Alta,Instagram
7293,36,No,,Prioridad Media,Organico
7294,36,No,,Prioridad Alta,Facebook
7295,36,No,,Prioridad Baja,Organico
7296,36,Si,5,Prioridad Alta,AdWords
7297,36,No,,Prioridad Media,Organico
7298,36,No,,Prioridad Baja,Instagram
7299,36,No,,Prioridad Media,Instagram
7300,36,Si,3,Prioridad Alta,AdWords
7301,36,Si,6,Prioridad Alta,Instagram
7302,36,No,,Prioridad Baja,Facebook
7303,36,No,,Prioridad Baja,AdWords
7304,36,Si,10,Prioridad Alta,Instagram
7305,36,Si,1,Prioridad Alta,Facebook
7306,36,No,,Prioridad Media,Instagram
7307,36,Si,11,Prioridad Alta,Facebook
7308,36,Si,19,Prioridad Alta,Instagram
7309,36,Si,5,Prioridad Media,Instagram
7310,36,Si,21,Prioridad Alta,Instagram
7311,36,Si,5,Prioridad Alta,Organico
7312,36,No,,Prioridad Alta,Instagram
7313,36,Si,4,Prioridad Baja,Organico
7314,36,Si,6,Prioridad Alta,Instagram
7315,36,Si,4,Prioridad Alta,Organico
7316,36,Si,1,Prioridad Media,Organico
7317,36,No,,Prioridad Baja,AdWords
7318,36,No,,Prioridad Media,AdWords
7319,36,No,,Prioridad Baja,Instagram
7320,36,No,,Prioridad Baja,Organico
7321,36,No,,Prioridad Alta,Organico
7322,36,No,,Prioridad Baja,Organico
7323,36,Si,6,Prioridad Baja,Facebook
7324,36,No,,Prioridad Alta,AdWords
7325,36,No,,Prioridad Media,Facebook
7326,36,No,,Prioridad Alta,Instagram
7327,36,No,,Prioridad Alta,Instagram
7328,36,No,,Prioridad Alta,Organico
7329,36,No,,Prioridad Alta,Instagram
7330,36,No,,Prioridad Media,Organico
7331,36,No,,Prioridad Baja,Instagram
7332,36,Si,3,Prioridad Media,Organico
7333,36,No,,Prioridad Alta,Facebook
7334,36,Si,4,Prioridad Alta,Organico
7335,36,Si,3,Prioridad Alta,Organico
7336,36,Si,20,Prioridad Media,Organico
7337,36,No,,Prioridad Media,Organico
7338,36,No,,Prioridad Media,Instagram
7339,36,No,,Prioridad Baja,Organico
7340,36,Si,4,Prioridad Media,Facebook
7341,36,No,,Prioridad Alta,AdWords
7342,36,No,,Prioridad Alta,Instagram
7343,36,No,,Prioridad Baja,Organico
7344,36,No,,Prioridad Media,AdWords
7345,36,Si,14,Prioridad Alta,Facebook
7346,36,No,,Prioridad Media,AdWords
7347,36,No,,Prioridad Baja,Instagram
7348,36,No,,Prioridad Alta,AdWords
7349,36,No,,Prioridad Baja,Instagram
7350,36,No,,Prioridad Alta,Instagram
7351,36,No,,Prioridad Alta,Organico
7352,36,No,,Prioridad Alta,Instagram
7353,36,No,,Prioridad Alta,Facebook
7354,36,No,,Prioridad Baja,Instagram
7355,36,No,,Prioridad Media,AdWords
7356,36,No,,Prioridad Alta,Instagram
7357,36,Si,17,Prioridad Media,Facebook
7358,36,Si,15,Prioridad Alta,Organico
7359,36,No,,Prioridad Alta,Instagram
7360,36,No,,Prioridad Baja,AdWords
7361,36,No,,Prioridad Media,Organico
7362,36,No,,Prioridad Alta,Instagram
7363,36,No,,Prioridad Baja,Instagram
7364,36,Si,2,Prioridad Media,Organico
7365,36,Si,8,Prioridad Alta,Organico
7366,36,No,,Prioridad Alta,Organico
7367,36,No,,Prioridad Media,AdWords
7368,36,Si,1,Prioridad Baja,Organico
7369,36,Si,11,Prioridad Alta,Facebook
7370,36,Si,17,Prioridad Alta,Facebook
7371,36,No,,Prioridad Alta,Instagram
7372,36,No,,Prioridad Media,Organico
7373,36,No,,Prioridad Media,Instagram
7374,36,No,,Prioridad Baja,Facebook
7375,36,Si,5,Prioridad Alta,Organico
7376,36,No,,Prioridad Baja,Instagram
7377,36,No,,Prioridad Media,AdWords
7378,36,Si,7,Prioridad Alta,Organico
7379,36,Si,2,Prioridad Alta,Instagram
7380,36,No,,Prioridad Alta,Instagram
7381,36,No,,Prioridad Media,Instagram
7382,36,Si,20,Prioridad Alta,Instagram
7383,36,Si,11,Prioridad Alta,Instagram
7384,36,No,,Prioridad Baja,AdWords
7385,36,Si,20,Prioridad Alta,Instagram
7386,36,Si,4,Prioridad Alta,Organico
7387,36,Si,7,Prioridad Alta,Instagram
7388,36,No,,Prioridad Media,Facebook
7389,36,No,,Prioridad Alta,Instagram
7390,36,Si,4,Prioridad Alta,Facebook
7391,36,No,,Prioridad Alta,Organico
7392,36,No,,Prioridad Media,AdWords
7393,36,Si,21,Prioridad Alta,Organico
7394,36,No,,Prioridad Alta,Organico
7395,36,Si,3,Prioridad Media,Facebook
7396,36,No,,Prioridad Baja,AdWords
7397,36,Si,1,Prioridad Baja,Organico
7398,36,No,,Prioridad Alta,Organico
7399,36,Si,4,Prioridad Alta,Organico
7400,36,No,,Prioridad Baja,Instagram
7401,36,No,,Prioridad Media,AdWords
7402,36,No,,Prioridad Media,AdWords
7403,36,Si,6,Prioridad Alta,Instagram
7404,36,Si,16,Prioridad Alta,Organico
7405,36,Si,12,Prioridad Baja,Organico
7406,36,No,,Prioridad Alta,Instagram
7407,36,Si,4,Prioridad Alta,Organico
7408,36,No,,Prioridad Alta,Instagram
7409,36,Si,3,Prioridad Alta,Organico
7410,36,Si,12,Prioridad Alta,Organico
7411,36,Si,1,Prioridad Alta,Instagram
7412,36,No,,Prioridad Media,AdWords
7413,36,No,,Prioridad Media,Organico
7414,36,No,,Prioridad Media,AdWords
7415,36,No,,Prioridad Media,Instagram
7416,36,No,,Prioridad Media,Instagram
7417,36,Si,5,Prioridad Alta,Organico
7418,36,Si,6,Prioridad Alta,Organico
7419,36,No,,Prioridad Baja,Organico
7420,36,No,,Prioridad Media,Facebook
7421,36,No,,Prioridad Media,AdWords
7422,36,No,,Prioridad Media,Facebook
7423,36,Si,12,Prioridad Alta,Instagram
7424,36,No,,Prioridad Alta,Facebook
7425,36,Si,1,Prioridad Alta,Instagram
7426,36,No,,Prioridad Media,Organico
7427,36,Si,11,Prioridad Alta,Instagram
7428,36,Si,9,Prioridad Alta,Facebook
7429,36,Si,4,Prioridad Alta,Instagram
7430,36,No,,Prioridad Alta,Organico
7431,36,Si,19,Prioridad Alta,Organico
7432,36,No,,Prioridad Alta,Instagram
7433,36,No,,Prioridad Media,Organico
7434,36,No,,Prioridad Baja,Instagram
7435,36,No,,Prioridad Baja,Instagram
7436,36,Si,3,Prioridad Baja,Instagram
7437,36,No,,Prioridad Baja,AdWords
7438,36,Si,3,Prioridad Alta,Organico
7439,36,No,,Prioridad Media,Instagram
7440,36,Si,6,Prioridad Media,Organico
7441,36,Si,7,Prioridad Baja,Organico
7442,36,No,,Prioridad Baja,Instagram
7443,36,Si,4,Prioridad Media,Organico
7444,36,Si,2,Prioridad Baja,Instagram
7445,36,Si,5,Prioridad Alta,AdWords
7446,36,Si,4,Prioridad Alta,AdWords
7447,36,Si,7,Prioridad Alta,AdWords
7448,36,No,,Prioridad Media,Facebook
7449,36,No,,Prioridad Baja,Organico
7450,36,Si,19,Prioridad Alta,AdWords
7451,36,No,,Prioridad Media,Organico
7452,36,No,,Prioridad Baja,Organico
7453,36,Si,4,Prioridad Alta,Organico
7454,36,No,,Prioridad Baja,Organico
7455,36,No,,Prioridad Baja,AdWords
7456,36,No,,Prioridad Media,Organico
7457,36,Si,3,Prioridad Media,Organico
7458,36,Si,7,Prioridad Alta,Instagram
7459,36,No,,Prioridad Alta,Organico
7460,36,Si,5,Prioridad Alta,AdWords
7461,36,Si,1,Prioridad Alta,Organico
7462,36,Si,14,Prioridad Media,Instagram
7463,36,Si,8,Prioridad Alta,AdWords
7464,36,No,,Prioridad Alta,Facebook
7465,36,No,,Prioridad Baja,Instagram
7466,36,Si,2,Prioridad Alta,AdWords
7467,36,Si,3,Prioridad Media,Instagram
7468,36,Si,21,Prioridad Alta,Organico
7469,36,No,,Prioridad Baja,AdWords
7470,36,Si,16,Prioridad Alta,Organico
7471,36,Si,5,Prioridad Alta,Facebook
7472,36,No,,Prioridad Alta,Facebook
7473,36,Si,7,Prioridad Alta,AdWords
7474,36,Si,6,Prioridad Alta,AdWords
7475,36,No,,Prioridad Baja,Organico
7476,36,Si,11,Prioridad Baja,Instagram
7477,36,No,,Prioridad Media,AdWords
7478,36,No,,Prioridad Baja,AdWords
7479,36,No,,Prioridad Media,Instagram
7480,36,Si,20,Prioridad Alta,AdWords
7481,36,Si,13,Prioridad Alta,Instagram
7482,36,No,,Prioridad Media,AdWords
7483,36,No,,Prioridad Media,Instagram
7484,36,Si,14,Prioridad Alta,Organico
7485,36,Si,19,Prioridad Alta,Instagram
7486,36,No,,Prioridad Media,Organico
7487,36,Si,7,Prioridad Media,Instagram
7488,36,Si,4,Prioridad Alta,Instagram
7489,36,No,,Prioridad Media,Instagram
7490,36,Si,2,Prioridad Alta,AdWords
7491,36,Si,4,Prioridad Alta,Organico
7492,36,No,,Prioridad Baja,Instagram
7493,36,Si,7,Prioridad Alta,Instagram
7494,36,Si,16,Prioridad Alta,Instagram
7495,36,Si,2,Prioridad Media,Organico
7496,36,Si,5,Prioridad Media,AdWords
7497,36,No,,Prioridad Alta,Organico
7498,36,Si,6,Prioridad Media,Instagram
7499,36,Si,2,Prioridad Baja,Instagram
7500,36,No,,Prioridad Baja,Organico
7501,36,Si,5,Prioridad Alta,Instagram
7502,36,Si,7,Prioridad Alta,AdWords
7503,36,Si,13,Prioridad Alta,Organico
7504,36,No,,Prioridad Media,AdWords
7505,36,No,,Prioridad Media,Facebook
7506,36,Si,21,Prioridad Alta,AdWords
7507,36,Si,5,Prioridad Alta,AdWords
7508,36,Si,17,Prioridad Media,Facebook
7509,36,Si,2,Prioridad Media,Instagram
7510,36,No,,Prioridad Baja,AdWords
7511,36,No,,Prioridad Baja,Organico
7512,36,Si,2,Prioridad Alta,Organico
7513,36,No,,Prioridad Media,Instagram
7514,36,Si,12,Prioridad Alta,Instagram
7515,36,No,,Prioridad Baja,Instagram
7516,36,Si,16,Prioridad Alta,AdWords
7517,36,Si,6,Prioridad Alta,AdWords
7518,36,No,,Prioridad Alta,AdWords
7519,36,No,,Prioridad Baja,Instagram
7520,36,Si,2,Prioridad Media,Instagram
7521,36,No,,Prioridad Alta,AdWords
7522,36,Si,6,Prioridad Alta,AdWords
7523,36,No,,Prioridad Baja,Instagram
7524,36,No,,Prioridad Alta,Organico
7525,36,No,,Prioridad Alta,Instagram
7526,36,No,,Prioridad Baja,Instagram
7527,36,No,,Prioridad Baja,Organico
7528,36,No,,Prioridad Alta,Organico
7529,36,No,,Prioridad Baja,Organico
7530,36,Si,3,Prioridad Alta,Organico
7531,36,Si,1,Prioridad Alta,Organico
7532,36,No,,Prioridad Baja,Instagram
7533,36,No,,Prioridad Media,Instagram
7534,36,No,,Prioridad Alta,AdWords
7535,36,Si,6,Prioridad Alta,AdWords
7536,36,No,,Prioridad Alta,Organico
7537,36,No,,Prioridad Alta,Instagram
7538,36,No,,Prioridad Baja,AdWords
7539,36,No,,Prioridad Media,Organico
7540,36,Si,7,Prioridad Alta,Instagram
7541,36,No,,Prioridad Baja,Instagram
7542,36,Si,3,Prioridad Media,AdWords
7543,36,Si,3,Prioridad Alta,AdWords
7544,36,Si,4,Prioridad Alta,Instagram
7545,36,Si,6,Prioridad Alta,Instagram
7546,36,Si,6,Prioridad Media,Instagram
7547,36,No,,Prioridad Alta,Instagram
7548,36,Si,1,Prioridad Alta,AdWords
7549,36,Si,5,Prioridad Alta,Organico
7550,36,Si,2,Prioridad Alta,Instagram
7551,36,Si,11,Prioridad Media,Organico
7552,36,No,,Prioridad Baja,Organico
7553,36,No,,Prioridad Alta,AdWords
7554,36,Si,10,Prioridad Baja,Instagram
7555,36,No,,Prioridad Alta,Instagram
7556,36,Si,1,Prioridad Alta,Facebook
7557,36,Si,2,Prioridad Media,Facebook
7558,36,Si,8,Prioridad Alta,Facebook
7559,36,Si,17,Prioridad Media,Organico
7560,36,Si,1,Prioridad Alta,Organico
7561,36,Si,5,Prioridad Alta,Organico
7562,36,Si,4,Prioridad Alta,Organico
7563,36,No,,Prioridad Alta,Organico
7564,36,No,,Prioridad Alta,Organico
7565,36,No,,Prioridad Alta,Organico
7566,36,No,,Prioridad Alta,Organico
7567,36,No,,Prioridad Alta,Organico
7568,36,No,,Prioridad Alta,Organico
7569,36,No,,Prioridad Alta,Organico
7570,36,No,,Prioridad Alta,Organico
7571,36,No,,Prioridad Alta,Organico
7572,37,No,,Prioridad Media,Organico
7573,37,No,,Prioridad Media,Organico
7574,37,Si,17,Prioridad Alta,Instagram
7575,37,Si,6,Prioridad Alta,Instagram
7576,37,No,,Prioridad Baja,Instagram
7577,37,No,,Prioridad Alta,Organico
7578,37,No,,Prioridad Media,Instagram
7579,37,No,,Prioridad Baja,AdWords
7580,37,No,,Prioridad Media,Organico
7581,37,Si,19,Prioridad Alta,Organico
7582,37,No,,Prioridad Baja,AdWords
7583,37,Si,15,Prioridad Alta,Organico
7584,37,No,,Prioridad Media,AdWords
7585,37,No,,Prioridad Alta,Instagram
7586,37,Si,8,Prioridad Alta,Instagram
7587,37,Si,6,Prioridad Alta,AdWords
7588,37,Si,3,Prioridad Alta,Instagram
7589,37,No,,Prioridad Alta,Organico
7590,37,No,,Prioridad Baja,Instagram
7591,37,Si,3,Prioridad Alta,Organico
7592,37,No,,Prioridad Alta,Organico
7593,37,Si,4,Prioridad Alta,Organico
7594,37,Si,10,Prioridad Media,Organico
7595,37,Si,6,Prioridad Alta,Facebook
7596,37,Si,12,Prioridad Alta,AdWords
7597,37,No,,Prioridad Baja,Organico
7598,37,No,,Prioridad Baja,AdWords
7599,37,No,,Prioridad Baja,Facebook
7600,37,Si,18,Prioridad Alta,AdWords
7601,37,No,,Prioridad Alta,Instagram
7602,37,No,,Prioridad Alta,Organico
7603,37,No,,Prioridad Baja,Organico
7604,37,No,,Prioridad Alta,AdWords
7605,37,Si,3,Prioridad Alta,Organico
7606,37,No,,Prioridad Media,Organico
7607,37,Si,14,Prioridad Alta,AdWords
7608,37,No,,Prioridad Baja,Instagram
7609,37,Si,3,Prioridad Media,Facebook
7610,37,No,,Prioridad Media,AdWords
7611,37,No,,Prioridad Media,AdWords
7612,37,No,,Prioridad Baja,Facebook
7613,37,No,,Prioridad Media,Organico
7614,37,No,,Prioridad Media,AdWords
7615,37,Si,20,Prioridad Baja,Facebook
